TAID,Name,IUPAC Name,PubChem CID,SMILES,InChIKey,Toxicity Value,EPACategoryIndex,EPACategory,tox10,tox50,tox500,tox2000
TOX-14173,,"1-(3,4-dichlorophenyl)propan-2-amine",17535,CC(N)Cc1ccc(Cl)c(Cl)c1,PUFDZMUCDFIRQY-UHFFFAOYSA-N,74.99632539,2,50-500,0,0,1,1
TOX-14184,BROMOPHOS-ETHYL,"(4-bromo-2,5-dichlorophenoxy)-diethoxy-sulfanylidene-lambda5-phosphane",20965,CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,KWGUFOITWDSNQY-UHFFFAOYSA-N,20.49719075,1,10-50,0,1,1,1
TOX-14501,,N-pyridin-4-ylacetamide,21288,CC(=O)Nc1ccncc1,BIJAWQUBRNHZGE-UHFFFAOYSA-N,12.99961809,1,10-50,0,1,1,1
TOX-14523,CARBOXIN,"6-methyl-N-phenyl-2,3-dihydro-1,4-oxathiine-5-carboxamide",21307,CC1=C(C(=O)Nc2ccccc2)SCCO1,GYSSRZJIHXQEHQ-UHFFFAOYSA-N,42.19856525,1,10-50,0,1,1,1
TOX-14992,DIMEFADANE,"N,N-dimethyl-3-phenyl-2,3-dihydro-1H-inden-1-amine",21760,CN(C)C1CC(c2ccccc2)c2ccccc21,GAVBHVRHVQMWEI-UHFFFAOYSA-N,74.99810396,2,50-500,0,0,1,1
TOX-15025,Chlorpyrifos-methyl,"dimethoxy-sulfanylidene-(3,5,6-trichloropyridin-2-yl)oxy-lambda5-phosphane",21803,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,HRBKVYFZANMGRE-UHFFFAOYSA-N,12.99850869,1,10-50,0,1,1,1
TOX-15323,CHLOROPROPYLATE,"propan-2-yl 2,2-bis(4-chlorophenyl)-2-hydroxyacetate",22094,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,AXGUBXVWZBFQGA-UHFFFAOYSA-N,2499.86734,4,>2000,0,0,0,0
TOX-15892,,"4-chloro-2,5-dimethoxyaniline",22833,COc1cc(Cl)c(OC)cc1N,YGUFQYGSBVXPMC-UHFFFAOYSA-N,99.99680213,2,50-500,0,0,1,1
TOX-15927,Allyxycarb,"[4-[bis(prop-2-enyl)amino]-3,5-dimethylphenyl] N-methylcarbamate",22890,C=CCN(CC=C)c1c(C)cc(OC(=O)NC)cc1C,FBEHFRAORPEGFH-UHFFFAOYSA-N,12.99981046,1,10-50,0,1,1,1
TOX-15959,,diethoxy-sulfanylidene-(9-thiabicyclo[3.3.1]non-6-en-2-ylsulfanyl)-lambda5-phosphane,110852,CCOP(=S)(OCC)SC1CCC2C=CCC1S2,NXJGGWXIRDPAGW-UHFFFAOYSA-N,75.00624085,2,50-500,0,0,1,1
TOX-16424,,dimethyl [4-(methylamino)-4-oxobut-2-en-2-yl] phosphate,23353,CNC(=O)C=C(C)OP(=O)(OC)OC,KRTSDMXIXPKRQR-UHFFFAOYSA-N,0.799982076,0,<10,1,1,1,1
TOX-16490,DIOXACARB,"[2-(1,3-dioxolan-2-yl)phenyl] N-methylcarbamate",23421,CNC(=O)Oc1ccccc1C1OCCO1,SDKQRNRRDYRQKY-UHFFFAOYSA-N,12.89953769,1,10-50,0,1,1,1
TOX-16625,,N-(3-chloro-4-methylphenyl)acetamide,23537,CC(=O)Nc1ccc(C)c(Cl)c1,IGLVCWPPISIXPR-UHFFFAOYSA-N,1.299943367,0,<10,1,1,1,1
TOX-17136,,N-[(4-tert-butyl-2-chlorophenoxy)-methoxyphosphinothioyl]ethanamine,82207,CCNP(=S)(OC)Oc1ccc(C(C)(C)C)cc1Cl,VQRMLSCAJOMIHI-UHFFFAOYSA-N,599.9813554,3,500-2000,0,0,0,1
TOX-17141,cis-Mevinphos,methyl 3-dimethoxyphosphoryloxybut-2-enoate,9560,COC(=O)C=C(C)OP(=O)(OC)OC,GEPDYQSQVLXLEU-UHFFFAOYSA-N,1.400006246,0,<10,1,1,1,1
TOX-17584,resmethrin,"(5-benzylfuran-3-yl)methyl 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",5053,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,VEMKTZHHVJILDY-UHFFFAOYSA-N,74.98958486,2,50-500,0,0,1,1
TOX-17838,Loprodiol,"2,2-bis(chloromethyl)propane-1,3-diol",71813,OCC(CO)(CCl)CCl,YFESJHPTNWYOCO-UHFFFAOYSA-N,2.399875172,0,<10,1,1,1,1
TOX-18051,,[3-chloro-4-(diethylamino)-4-oxobut-2-en-2-yl] dimethyl phosphate,25750,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,RGCLLPNLLBQHPF-UHFFFAOYSA-N,1.789966095,0,<10,1,1,1,1
TOX-18067,Ethoprophos,1-[ethoxy(propylsulfanyl)phosphoryl]sulfanylpropane,3289,CCCSP(=O)(OCC)SCCC,VJYFKVYYMZPMAB-UHFFFAOYSA-N,4.209200896,0,<10,1,1,1,1
TOX-18571,,"6-(4-chlorophenyl)-1,2,3,4,5,6-hexahydro-2,5-benzodiazocine",26291,Clc1ccc(C2NCCNCc3ccccc32)cc1,BIRFBGKBJMZZJI-UHFFFAOYSA-N,99.99670061,2,50-500,0,0,1,1
TOX-18965,,(4-methylsulfanyl-3-propan-2-ylphenyl) N-methylcarbamate,26606,CNC(=O)Oc1ccc(SC)c(C(C)C)c1,COEYNUSLWGVZRD-UHFFFAOYSA-N,1.799999998,0,<10,1,1,1,1
TOX-19060,,"1,8,9,10,11,11-hexachloro-5-aza-4-azoniatetracyclo[6.2.1.13,6.02,7]dodec-9-ene 4-oxide",101286296,O[N+]1=NC2CC1C1C2C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,DMVJIPYLSCNNBV-UHFFFAOYSA-N,25.00019534,1,10-50,0,1,1,1
TOX-19334,PHOXIM,N-diethoxyphosphinothioyloxybenzenecarboximidoyl cyanide,26927,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,ATROHALUCMTWTB-UHFFFAOYSA-N,5.619924645,0,<10,1,1,1,1
TOX-19862,ryanodine,"(2,6,9,11,13,14-hexahydroxy-3,7,10-trimethyl-11-propan-2-yl-15-oxapentacyclo[7.5.1.01,6.07,13.010,14]pentadecan-12-yl) 1H-pyrrole-2-carboxylate",5114,CC1CCC2(O)C3(C)CC4(O)OC2(C1O)C1(O)C3(O)C(OC(=O)c2ccc[nH]2)C(O)(C(C)C)C41C,JJSYXNQGLHBRRK-UHFFFAOYSA-N,1.779808854,0,<10,1,1,1,1
TOX-19932,Glucochloralose,"1-[6-hydroxy-2-(trichloromethyl)-3a,5,6,6a-tetrahydrofuro[2,3-d][1,3]dioxol-5-yl]ethane-1,2-diol",85991,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,OJYGBLRPYBAHRT-UHFFFAOYSA-N,8.999156787,0,<10,1,1,1,1
TOX-19984,,[2-chloro-5-(2-methylbutan-2-yl)phenyl] N-methylcarbamate,27571,CCC(C)(C)c1ccc(Cl)c(OC(=O)NC)c1,BBRASQCNDLKYHM-UHFFFAOYSA-N,8.999824049,0,<10,1,1,1,1
TOX-21093,,"3-phenyl-1,2,4-thiadiazol-5-amine",28561,Nc1nc(-c2ccccc2)ns1,OYAHSBDYBOBAAQ-UHFFFAOYSA-N,56.19936578,2,50-500,0,0,1,1
TOX-21156,,(4-nitrophenyl) N-ethylcarbamate,28603,CCNC(=O)Oc1ccc([N+](=O)[O-])cc1,QVUXGCDXMKCVSB-UHFFFAOYSA-N,75.00035675,2,50-500,0,0,1,1
TOX-21392,BENOMYL,methyl N-[1-(butylcarbamoyl)benzimidazol-2-yl]carbamate,28780,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,RIOXQFHNBCKOKP-UHFFFAOYSA-N,99.99896665,2,50-500,0,0,1,1
TOX-24428,Tetrachlorvinphos,"[2-chloro-1-(2,4,5-trichlorophenyl)ethenyl] dimethyl phosphate",13745,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,UBCKGWBNUIFUST-UHFFFAOYSA-N,100.009837,2,50-500,0,0,1,1
TOX-24880,PIRIMICARB,"[2-(dimethylamino)-5,6-dimethylpyrimidin-4-yl] N,N-dimethylcarbamate",31645,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,YFGYUFNIOHWBOB-UHFFFAOYSA-N,29.99987411,1,10-50,0,1,1,1
TOX-25169,Pirimiphos-ethyl,"4-diethoxyphosphinothioyloxy-N,N-diethyl-6-methylpyrimidin-2-amine",31957,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,TZBPRYIIJAJUOY-UHFFFAOYSA-N,2.999964006,0,<10,1,1,1,1
TOX-25712,,[4-(4-dimethoxyphosphinothioyloxy-3-methylphenyl)sulfanyl-2-methylphenoxy]-dimethoxy-sulfanylidene-lambda5-phosphane,212485,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)c(C)c2)cc1C,HYBSJHXLNIXJPO-UHFFFAOYSA-N,4.99966635,0,<10,1,1,1,1
TOX-27947,,2-cyanoethyl N-(methylcarbamoyloxy)ethanimidothioate,34476,CNC(=O)ON=C(C)SCCC#N,IWRFWZPCCDGEFJ-UHFFFAOYSA-N,4.219979032,0,<10,1,1,1,1
TOX-28641,acephate,N-[methoxy(methylsulfanyl)phosphoryl]acetamide,1982,COP(=O)(NC(C)=O)SC,YASYVMFAVPKPKE-UHFFFAOYSA-N,140.0007642,2,50-500,0,0,1,1
TOX-30026,,"1-(2-methylpyrrolidin-1-yl)-2,2-diphenylbutan-1-one",214738,CCC(C(=O)N1CCCC1C)(c1ccccc1)c1ccccc1,DWIZRPDYYVIEIV-UHFFFAOYSA-N,74.99097379,2,50-500,0,0,1,1
TOX-30587,,4-[amino(ethyl)phosphinothioyl]oxy-2-methyl-1-methylsulfanylbenzene,198151,CCP(N)(=S)Oc1ccc(SC)c(C)c1,LIIJBBWJAXDFKA-UHFFFAOYSA-N,3.199363308,0,<10,1,1,1,1
TOX-30992,,3-iodo-4-methylaniline,118889,Cc1ccc(N)cc1I,RRUDMHNAMZFNEK-UHFFFAOYSA-N,2.399979401,0,<10,1,1,1,1
TOX-30993,,"cyclopentane-1,3-disulfonyl fluoride",118263,O=S(=O)(F)C1CCC(S(=O)(=O)F)C1,AEBJPMMMKMMACK-UHFFFAOYSA-N,1.299750262,0,<10,1,1,1,1
TOX-30994,Metomidate,methyl 3-(1-phenylethyl)imidazole-4-carboxylate,21474,COC(=O)c1cncn1C(C)c1ccccc1,FHFZEKYDSVTYLL-UHFFFAOYSA-N,31.99902718,1,10-50,0,1,1,1
TOX-30995,,"N-[ethoxy-(2,4,5-trichlorophenoxy)phosphoryl]butan-2-amine",118265,CCOP(=O)(NC(C)CC)Oc1cc(Cl)c(Cl)cc1Cl,VOUBKSHRZUYSNM-UHFFFAOYSA-N,74.99896004,2,50-500,0,0,1,1
TOX-30996,,"N-ethyl-(2,4,5-trichlorophenoxy)phosphonamidic acid",118890,CCNP(=O)(O)Oc1cc(Cl)c(Cl)cc1Cl,USVLJVIGRGWNOT-UHFFFAOYSA-N,5.600055175,0,<10,1,1,1,1
TOX-30997,,"N-[hydroxy-(2,4,5-trichlorophenoxy)phosphinothioyl]propan-2-amine",3035183,CC(C)NP(=O)(S)Oc1cc(Cl)c(Cl)cc1Cl,IFPRLVXXXTYJQS-UHFFFAOYSA-N,7.000167366,0,<10,1,1,1,1
TOX-30998,,N-[hydroxy(propan-2-yloxy)phosphinothioyl]methanamine,118892,CNP(=O)(S)OC(C)C,GOJZIJSNLBSSCK-UHFFFAOYSA-N,100.0023642,2,50-500,0,0,1,1
TOX-30999,,"[2-chloro-1-(2,4-dichlorophenyl)ethenyl] dihydrogen phosphate",3035184,O=P(O)(O)OC(=CCl)c1ccc(Cl)cc1Cl,JOHXIUZTDZVRJX-UHFFFAOYSA-N,3.200369069,0,<10,1,1,1,1
TOX-31000,,[1-(4-chlorophenyl)-2-ethylsulfanylethenyl] diethyl phosphate,118894,CCOP(=O)(OCC)OC(=CSCC)c1ccc(Cl)cc1,BZMIJSJGWSNSTE-UHFFFAOYSA-N,9.99988597,0,<10,1,1,1,1
TOX-31001,,diethoxyphosphoryl 1-cyano-N-phenoxymethanimidothioate,118895,CCOP(=O)(OCC)SC(C#N)=NOc1ccccc1,ZFWVKOMXGHJNFD-UHFFFAOYSA-N,3.199969456,0,<10,1,1,1,1
TOX-31037,,"(2,4-dichlorophenoxy)-N-ethylphosphonamidic acid",118903,CCNP(=O)(O)Oc1ccc(Cl)cc1Cl,GBLGCYMBEGBLRD-UHFFFAOYSA-N,7.499944448,0,<10,1,1,1,1
TOX-31891,Flubenzimine,"2-N,3-diphenyl-4-N,5-N-bis(trifluoromethyl)-1,3-thiazolidine-2,4,5-triimine",91625,FC(F)(F)N=C1SC(=Nc2ccccc2)N(c2ccccc2)C1=NC(F)(F)F,IZFZCMFMJKDHJZ-UHFFFAOYSA-N,999.8799087,3,500-2000,0,0,0,1
TOX-34412,,"N-[[3,5-dichloro-2-[ethyl(hydroxy)phosphinothioyl]oxyphenyl]methyl]-N-ethylethanamine",206513,CCN(CC)Cc1cc(Cl)cc(Cl)c1OP(O)(=S)CC,BAAZDIIPNVKXTH-UHFFFAOYSA-N,4.199351587,0,<10,1,1,1,1
TOX-34989,Buthiobate,1-[(4-tert-butylphenyl)methylsulfanyl]-1-butylsulfanyl-N-pyridin-3-ylmethanimine,39978,CCCCSC(=Nc1cccnc1)SCc1ccc(C(C)(C)C)cc1,ZZVVDIVWGXTDRQ-UHFFFAOYSA-N,9999.919492,4,>2000,0,0,0,0
TOX-37014,Carbosulfan,"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-(dibutylamino)sulfanyl-N-methylcarbamate",41384,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,JLQUFIHWVLZVTJ-UHFFFAOYSA-N,25.99631065,1,10-50,0,1,1,1
TOX-37228,Pyridate,(6-chloro-3-phenylpyridazin-4-yl) octylsulfanylformate,41463,CCCCCCCCSC(=O)Oc1cc(Cl)nnc1-c1ccccc1,JTZCTMAVMHRNTR-UHFFFAOYSA-N,9999.340245,4,>2000,0,0,0,0
TOX-39829,FENARIMOL,(2-chlorophenyl)-(4-chlorophenyl)-pyrimidin-5-ylmethanol,43226,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,NHOWDZOIZKMVAI-UHFFFAOYSA-N,199.9987923,2,50-500,0,0,1,1
TOX-41422,Bromethalin,"N-methyl-2,4-dinitro-N-(2,4,6-tribromophenyl)-6-(trifluoromethyl)aniline",44465,CN(c1c(Br)cc(Br)cc1Br)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,USMZPYXTVKAYST-UHFFFAOYSA-N,4.599976119,0,<10,1,1,1,1
TOX-43526,,"(1,3-dioxobenzo[de]isoquinolin-2-yl) dimethyl phosphate",116440,COP(=O)(OC)ON1C(=O)c2cccc3cccc(c23)C1=O,SFWMYVAUEVMHSH-UHFFFAOYSA-N,2.399962643,0,<10,1,1,1,1
TOX-46234,Prochloraz,"N-propyl-N-[2-(2,4,6-trichlorophenoxy)ethyl]imidazole-1-carboxamide",73665,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,TVLSRXXIMLFWEO-UHFFFAOYSA-N,590.0454248,3,500-2000,0,0,0,1
TOX-47479,Cyprofuram,N-(3-chlorophenyl)-N-(2-oxooxolan-3-yl)cyclopropanecarboxamide,50590,O=C1OCCC1N(C(=O)C1CC1)c1cccc(Cl)c1,KRZUZYJEQBXUIN-UHFFFAOYSA-N,1999.978549,3,500-2000,0,0,0,1
TOX-52831,DICLOBUTRAZOL,"1-(2,4-dichlorophenyl)-4,4-dimethyl-2-(1,2,4-triazol-1-yl)pentan-3-ol",53309,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n1cncn1,URDNHJIVMYZFRT-UHFFFAOYSA-N,9459.760599,4,>2000,0,0,0,0
TOX-54713,DIAZOLIDINYL UREA,"1-[1,3-bis(hydroxymethyl)-2,5-dioxoimidazolidin-4-yl]-1,3-bis(hydroxymethyl)urea",62277,O=C1C(N(CO)C(=O)NCO)N(CO)C(=O)N1CO,SOROIESOUPGGFO-UHFFFAOYSA-N,2249.991914,4,>2000,0,0,0,0
TOX-60860,Halosulfuron-methyl,"methyl 3-chloro-5-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-1-methylpyrazole-4-carboxylate",91763,COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,FMGZEUWROYGLAY-UHFFFAOYSA-N,2249.958603,4,>2000,0,0,0,0
TOX-72172,,4-aminobenzenethiol,14510,Nc1ccc(S)cc1,WCDSVWRUXWCYFN-UHFFFAOYSA-N,42.19797762,1,10-50,0,1,1,1
TOX-72437,,"2,2,2-tribromoethanol",6400,OCC(Br)(Br)Br,YFDSDPIBEUFTMI-UHFFFAOYSA-N,316.0033524,2,50-500,0,0,1,1
TOX-72475,,"[3-[(3-formamido-2-hydroxybenzoyl)amino]-8-hexyl-2,6-dimethyl-4,9-dioxo-1,5-dioxonan-7-yl] 3-methylbutanoate",12550,CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,UIFFUZWRFRDZJC-UHFFFAOYSA-N,4.999699256,0,<10,1,1,1,1
TOX-72606,,"2-methoxynaphthalene-1,4-dione",16871,COC1=CC(=O)c2ccccc2C1=O,OBGBGHKYJAOXRR-UHFFFAOYSA-N,315.9966418,2,50-500,0,0,1,1
TOX-72707,Xylylcarb,"(3,4-dimethylphenyl) N-methylcarbamate",17040,CNC(=O)Oc1ccc(C)c(C)c1,WCJYTPVNMWIZCG-UHFFFAOYSA-N,22.50012553,1,10-50,0,1,1,1
TOX-72783,DICAPTHON,(2-chloro-4-nitrophenoxy)-dimethoxy-sulfanylidene-lambda5-phosphane,17168,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,OTKXWJHPGBRXCR-UHFFFAOYSA-N,14.99969764,1,10-50,0,1,1,1
TOX-72921,DIMETHYL P-(METHYLTHIO)PHENYL PHOSPHATE,dimethyl (4-methylsulfanylphenyl) phosphate,18621,COP(=O)(OC)Oc1ccc(SC)cc1,BUDNNLHZOCBLAU-UHFFFAOYSA-N,0.559999999,0,<10,1,1,1,1
TOX-72959,Mcpop,(2-prop-2-ynoxyphenyl) N-methylcarbamate,18662,C#CCOc1ccccc1OC(=O)NC,LQLIPNNDDMXSGM-UHFFFAOYSA-N,44.9993421,1,10-50,0,1,1,1
TOX-73156,,"2,4,6-tripyridin-2-yl-1,3,5-triazine",77258,c1ccc(-c2nc(-c3ccccn3)nc(-c3ccccn3)n2)nc1,KMVWNDHKTPHDMT-UHFFFAOYSA-N,5.61935223,0,<10,1,1,1,1
TOX-73197,Sulfotep,diethoxyphosphinothioyloxy-diethoxy-sulfanylidene-lambda5-phosphane,19395,CCOP(=S)(OCC)OP(=S)(OCC)OCC,XIUROWKZWPIAIB-UHFFFAOYSA-N,99.99224393,2,50-500,0,0,1,1
TOX-73214,,(3-prop-2-ynoxyphenyl) N-methylcarbamate,19403,C#CCOc1cccc(OC(=O)NC)c1,QEAULWXPIOSTCA-UHFFFAOYSA-N,14.99978073,1,10-50,0,1,1,1
TOX-73262,,pyridin-2-ylmethanamine,19509,NCc1ccccn1,WOXFMYVTSLAQMO-UHFFFAOYSA-N,561.9792123,3,500-2000,0,0,0,1
TOX-73297,,1H-pyridine-4-thione,2723889,S=c1cc[nH]cc1,FHTDDANQIMVWKZ-UHFFFAOYSA-N,750.0067459,3,500-2000,0,0,0,1
TOX-73658,,"(3-bromo-5,7-dimethylpyrazolo[1,5-a]pyrimidin-2-yl)oxy-diethoxy-sulfanylidene-lambda5-phosphane",82120,CCOP(=S)(OCC)Oc1nn2c(C)cc(C)nc2c1Br,ZWNODERPISFVAD-UHFFFAOYSA-N,2.399993912,0,<10,1,1,1,1
TOX-73672,,1-phenylethyl 3-dimethoxyphosphoryloxybut-2-enoate,24376,COP(=O)(OC)OC(C)=CC(=O)OC(C)c1ccccc1,XXXSILNSXNPGKG-UHFFFAOYSA-N,56.19928465,2,50-500,0,0,1,1
TOX-73696,,3-chloro-4-methylaniline,7255,Cc1ccc(N)cc1Cl,RQKFYFNZSHWXAW-UHFFFAOYSA-N,2.399983049,0,<10,1,1,1,1
TOX-73697,,3-bromo-4-methylaniline,82187,Cc1ccc(N)cc1Br,GRXMMIBZRMKADT-UHFFFAOYSA-N,1.899979575,0,<10,1,1,1,1
TOX-74285,PROPAMOCARB,propyl N-[3-(dimethylamino)propyl]carbamate,32490,CCCOC(=O)NCCCN(C)C,WZZLDXDUQPOXNW-UHFFFAOYSA-N,3049.9838,4,>2000,0,0,0,0
TOX-74685,,"(3-chloro-5,7-dimethylpyrazolo[1,5-a]pyrimidin-2-yl)oxy-diethoxy-sulfanylidene-lambda5-phosphane",122905,CCOP(=S)(OCC)Oc1nn2c(C)cc(C)nc2c1Cl,ZZINKTZJPKHPRP-UHFFFAOYSA-N,3.199908515,0,<10,1,1,1,1
TOX-76138,,ethoxy-(4-methylphenyl)sulfanylphosphinic acid,116062,CCOP(=O)(O)Sc1ccc(C)cc1,PPAVHHVBWSUYDY-UHFFFAOYSA-N,1.599993111,0,<10,1,1,1,1
TOX-80739,benzyl alcohol,phenylmethanol,244,OCc1ccccc1,WVDDGKGOMKODPV-UHFFFAOYSA-N,100.0000001,2,50-500,0,0,1,1
TOX-81326,ANILINE,aniline,6115,Nc1ccccc1,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,562.0060347,3,500-2000,0,0,0,1
TOX-91518,,4-benzylpyridine,16458,c1ccc(Cc2ccncc2)cc1,DBOLXXRVIFGDTI-UHFFFAOYSA-N,17.99925545,1,10-50,0,1,1,1
