SMILES,EPACategoryIndex,tox10,tox50,tox500,tox2000,tox,logtox
O=C(C#CCC1(O)CCCC1)c1ccccc1,3,0,0,0,1,999.9956207,6.907750899672548
COc1cc(NCCCC(C)N)c2ncccc2c1,2,0,0,1,1,144.9983227,4.976722174767462
Cc1cc(C)c2c(n1)sc1c(=O)n(N=Cc3ccc4c(c3)OCO4)c(C)nc12,3,0,0,0,1,999.8980737,6.907653347487299
CCCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,2,0,0,1,1,499.9253183,6.214458723866368
N=C(N)N(C(=N)N)c1ccc(S(=O)(=O)CCl)cc1,3,0,0,0,1,1049.971009,6.956517832294202
O=C(NCC1CC(=O)N(Cc2ccccc2)C1)Nc1ccc(Cl)cc1,3,0,0,0,1,1999.770849,7.600787877477808
Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O,2,0,0,1,1,396.9915917,5.983915100865922
O=S1(=O)CCN(c2nc(N3CCNCC3)nc3cccnc23)CC1,2,0,0,1,1,249.9770401,5.521369074044732
CN(C)C(=O)Nc1ccc(-n2nc(C(C)(C)C)oc2=O)c(Cl)c1,4,0,0,0,0,9999.852425,9.21032561436729
CCOC(=O)CN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(CC)C(=O)OCC,2,0,0,1,1,93.00555726,4.532659246851839
CNC(=O)Oc1ccc(C)c(C)c1,1,0,1,1,1,45.50025389,3.8177179059413366
CCOC(=O)C=C(C)OP(=O)(OCC)OCC,1,0,1,1,1,11.0,2.3978952727983707
CC1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)O)CCC45C)C3(C)CO)OCC(O)C2O)C(O)C(O)C1O,4,0,0,0,0,4000.175771,8.294093581886573
COc1ccc2c(c1)C(=O)N(CCN(C)C)c1ccccc1N2C,3,0,0,0,1,899.9668106,6.8023578855332225
CC(Cc1cccc(C(F)(F)F)c1)NC(=O)Cc1ccccc1,3,0,0,0,1,1999.738595,7.600771748499766
O=c1c2ccccc2c(Cc2ccc(Cl)cc2)nn1C1CCCN(Cc2ccc(F)cc2)CC1,3,0,0,0,1,500.0052527,6.21461860376701
CNCCCSc1nc(-c2ccc(C)cc2)nc2c1Cc1ccccc1O2,3,0,0,0,1,1599.944902,7.377724471384932
CC(C)C(=O)Nc1nc2cc(Cl)ccc2o1,3,0,0,0,1,1799.969831,7.495525183188241
CCN(CC)CCNc1nc(N(CC)CC)nc(Cl)c1SC,2,0,0,1,1,224.9713824,5.415973204781838
CNCC1CCSc2[nH]c3cc(C(F)(F)F)ccc3c21,2,0,0,1,1,374.9887627,5.926896059388084
CCCCCCCCOc1ccc(N)cc1/C(C)=N\NC(N)=S,3,0,0,0,1,799.9881124,6.684596868057524
O=C(O)COc1ccc(Cl)cc1CO,4,0,0,0,0,6499.999998,8.779557455576036
CC1CC(c2ccccc2)C(c2ccccc2)C(=O)O1,3,0,0,0,1,624.9061351,6.437601454617679
Cn1c(CCN2CCN(c3ccc(Cl)cc3)CC2)nc2ccc3ccccc3c21,2,0,0,1,1,499.9444365,6.214496965247129
COCC1CN(c2ccc(-c3ccc(Cl)cc3)cc2)C(=O)O1,3,0,0,0,1,1000.088114,6.907843389100327
COC(=O)CCC[N+](C)(C)C,2,0,0,1,1,133.9941462,4.897796113922063
Oc1ccc(Cl)c(Cl)c1,3,0,0,0,1,1684.968989,7.429502438462801
CCCOc1ccc2c(c1)CCN1C(=O)CN=C1N2,2,0,0,1,1,164.9942733,5.105910766025542
CC(C)Nc1ccc(Nc2ccccc2)cc1,3,0,0,0,1,1121.985128,7.022854831092834
CC(C)(Oc1ccc(Cl)cc1)C(=O)NC(=O)NCN1CCOCC1,4,0,0,0,0,3364.886515,8.121149516398683
N#CNN=CN=CN1CCCCC1,3,0,0,0,1,949.9628964,6.856422927410812
Nc1nnc(C=Cc2ccc([N+](=O)[O-])o2)s1,3,0,0,0,1,1875.01574,7.536372333035943
Nc1nc2cc(Cl)c(Cl)cc2o1,3,0,0,0,1,1199.952717,7.090037432499793
C=C=CCN(C)Cc1ccccc1,2,0,0,1,1,338.9823907,5.825948161193512
O=c1[nH]nc2n1-c1ccccc1SC2,4,0,0,0,0,4309.957999,8.36868343803871
CN(CCc1cc2cccc3c2n1-c1ccccc1CC3)Cc1ccccc1,4,0,0,0,0,3999.912693,8.294027813113821
CCC(=O)ON=C(C)Cl,2,0,0,1,1,86.9959285,4.4658613187089085
CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCN(S(C)(=O)=O)CC1)c1ccccc1S2,3,0,0,0,1,1299.982182,7.170105837201851
Nc1cnn(-c2ccccc2)c(=O)c1Cl,3,0,0,0,1,597.9811148,6.3935591728499475
CCN(CC)CCOC(=O)c1ccc(N)cc1,2,0,0,1,1,247.4821368,5.5113384048585825
CCCCCSc1ccc(N2C(=O)CSC2=NC(=O)OC)c(NC(=O)CN(C)C)c1,3,0,0,0,1,999.9955805,6.907750859472371
COC(C#N)(c1ccccc1)c1ccc(N)cc1,3,0,0,0,1,1749.926558,7.467329099179784
COc1cc(NC(=O)C(F)(F)F)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,2,0,0,1,1,300.0057461,5.703801628139439
CCC(=O)c1ccc(OCC(C)=O)c2ccccc12,4,0,0,0,0,10199.9602,9.230139097303965
CCCC(=O)Nc1c(I)cc(I)c(OCC(=O)O)c1I,3,0,0,0,1,1999.990241,7.6008975800301775
CN1CCN(c2ncnc3c2N(C)C2=C(S3)C(=O)CC(C)(C)C2)CC1,2,0,0,1,1,143.0003978,4.96284741207422
CC(=O)Oc1cc(C)c(N)c(C)c1,4,0,0,0,0,5000.027903,8.517198772000667
CCCCCCCCCCOc1ccc(C(=N)N(CCC)CCC)c2ccccc12,3,0,0,0,1,999.887981,6.9076432537075405
O=C(O)C#CC(=O)O,2,0,0,1,1,63.00220946,4.143169796570217
COc1ccccc1C=O,4,0,0,0,0,2400.0,7.783224016336037
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,2,0,0,1,1,339.5437311,5.827602749012693
Cc1ccc(Nc2nc3n[nH]cc3c(=O)n2N)cc1,3,0,0,0,1,999.9648812,6.907720159565457
Nc1nc2cc(I)ccc2o1,3,0,0,0,1,799.9876932,6.6845963440496
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN(CC)CC)c1ccccc1CC2,2,0,0,1,1,57.9957512,4.060369752690715
Cc1nn2c(=S)c3c(nc2s1)CCCC3,3,0,0,0,1,999.7767046,6.907531958648008
CC(=O)c1ccc(NC(=O)CCN2CCN(c3ccc(Br)cn3)CC2)cc1,4,0,0,0,0,3018.762025,8.012602100829803
CCOP(=O)(N=C1SCC(CO)S1)OCC,1,0,1,1,1,27.9973504,3.3321098771262094
Cc1cc(C(=O)O)c(C)n1-c1ccc(Cl)cc1,3,0,0,0,1,1999.943931,7.600874424649108
COc1ccccc1NC(=S)N=CNNc1nc2ccccc2[nH]1,3,0,0,0,1,1499.947123,7.313185135135625
CCCC#N,1,0,1,1,1,27.690202,3.321078632208627
C=CC[n+]1ccc(-c2cc(C)no2)cc1,3,0,0,0,1,601.9730778,6.400212723046337
COC1(c2ccccc2)N=CC(=O)Nc2ccc(Cl)cc21,3,0,0,0,1,999.9833741,6.907738652943925
CCn1c(-c2ccccc2)c2[nH]c(=O)nc(-c3ccccc3)c2c1C,2,0,0,1,1,499.9954461,6.214598990580716
CNc1c2c(nn1C)CCCC2,3,0,0,0,1,629.9999998,6.445719819068118
O=C(O)Cn1c(=O)oc2cc(C(=O)c3ccc(Cl)cc3)ccc21,3,0,0,0,1,591.9803682,6.383473472509816
CCCCCOC(=O)c1nc(N)n(P(=O)(N(C)C)N(C)C)n1,2,0,0,1,1,299.9954864,5.703767429209686
Cc1noc(N2CCN(CC(N)=O)CC2)c1C,3,0,0,0,1,999.995803,6.90775108197333
CCCCCCCCC=CCCCCCCCC(=O)N(C)CCS(=O)(=O)O,4,0,0,0,0,6629.52364,8.799288231428196
O=C(OCCN1CCN(CCN2CCCC(c3ccc(F)cc3)c3ccc(F)cc32)CC1)c1ccccc1Cl,4,0,0,0,0,2500.08573,7.824080302268335
CCN(CC)C(=O)C1(c2ccc(C)cc2)CC1CN,3,0,0,0,1,749.968316,6.620030960304663
CC(=O)CCC(=O)c1ccoc1,1,0,1,1,1,25.99906123,3.2580604308311636
O=C(CF)N(Cc1cccc2ccccc12)c1cccc2ccccc12,2,0,0,1,1,236.9993096,5.46805722805072
CC(Cl)(Cl)Cl,4,0,0,0,0,5999.775118,8.699477267174453
CC(=O)NC1=NNC(=O)c2cccnc2N1,3,0,0,0,1,1484.972903,7.303151803932272
S=c1[nH]c2ccccc2s1,3,0,0,0,1,1158.290784,7.054700735418691
[N-]=[N+]=NS(=O)(=O)Nc1ccccc1,2,0,0,1,1,100.0015136,4.6051853218735435
O=c1cccccc1NNc1ccccc1,4,0,0,0,0,4999.952884,8.517183768171838
c1nc(N2CCCCC2)cc2c1CCN2,2,0,0,1,1,434.9807413,6.0753017572350485
COc1ccc(OC)c(NC(=N)c2ccncc2)c1,2,0,0,1,1,499.9941706,6.214596439554227
COC(C[Hg]Cl)CC1NC(=O)NC1=O,4,0,0,0,0,3320.008156,8.107722518534024
CN(C)CCN(CCN(C)C)n1cc(-c2ccc(Cl)cc2)c2cc(F)ccc21,3,0,0,0,1,1499.832484,7.313108703520591
CC(Cc1cccc(C(F)(F)F)c1)NCC(=O)NC(N)=O,3,0,0,0,1,749.9901082,6.620060017376713
O=C1Oc2ncnc(=O)n2C1c1cccc(Cl)c1,3,0,0,0,1,1599.939312,7.3777209775085115
CCCCN(CCCC)SN(C)C(=O)Oc1ccccc1OC(C)C,3,0,0,0,1,999.8833238,6.90763859597494
O=[N+]([O-])c1ccc(-c2nc(CN3CCCCC3)cs2)s1,2,0,0,1,1,299.9844867,5.703730762319141
CC[N+](CC)(CC)CCOCCOCCOCC[N+](CC)(CC)CC,2,0,0,1,1,400.0011029,5.991467304354181
COc1cc(OC)c([N+](=O)[O-])cc1C(=O)C=Cc1ccc(OC)c([N+](=O)[O-])c1,4,0,0,0,0,2999.752787,8.00628515992149
CCCCCC=CCC=CCCCCCCCC(=O)NC(C)c1ccccc1,4,0,0,0,0,49997.39321,10.819726147251165
CCCCN(C)Oc1ccccc1Oc1ccccc1,3,0,0,0,1,599.9778894,6.396892803537131
C#CCn1c(C)cnc1NS(=O)(=O)c1ccc(NC(C)=O)cc1,2,0,0,1,1,300.0135384,5.703827601637964
CCOC(=O)CN1CCN(C(=O)C=Cc2ccc(Cl)cc2Cl)CC1,2,0,0,1,1,450.0436344,6.1093445433968645
COC(=O)NNC(C)c1ccc(Cc2ccccc2)cc1,2,0,0,1,1,239.9924037,5.48060727159108
C=CCOC(=O)N1CCN(c2cc3ccccc3c(=O)c3ccccc23)CC1,3,0,0,0,1,1999.786347,7.600795627335725
CC(=O)N1N=C(c2ccccc2)Nc2cnccc21,3,0,0,0,1,1399.961154,7.244199768075534
Cc1nsc(NC(=O)c2ccccc2)c1C(=O)Nc1ccc(Cl)cc1,4,0,0,0,0,2999.604679,8.006235785300667
C=C(C)CNc1ccc(C(C)C(=O)O)cc1,3,0,0,0,1,1355.244772,7.211737360542156
CCCCOC(=O)CC#N,4,0,0,0,0,6269.999998,8.743531633307986
CN(C)CCC1=C(c2ccc(F)cc2)Cc2ccccc21,2,0,0,1,1,200.0184807,5.2984097657790965
CCc1cc(N/C(=N\c2nccs2)NC2CCCCC2)c2ccccc2n1,3,0,0,0,1,999.9130518,6.9076683270019235
CC1CC(=O)N(c2ccc(S(N)(=O)=O)cc2)C1=O,4,0,0,0,0,4999.925456,8.5171782825051
COCCCn1c(=O)n(C)c(=O)c2[nH]cnc21,2,0,0,1,1,209.9938299,5.347078148857254
CC(=O)Nc1ncc(C=Cc2ccc([N+](=O)[O-])o2)nn1,4,0,0,0,0,4999.927333,8.517178657910627
CC(C)NC(=O)N1CC(c2ccc(Cl)cc2)OC1=O,4,0,0,0,0,2599.935627,7.863241964856914
CC1(C)CSC(C=Cc2cccnc2)=N1,4,0,0,0,0,2999.931296,8.006344666054673
CCCC(C)CCOC(=O)c1ccccc1C(=O)OCCC(C)CCC,4,0,0,0,0,35499.02073,10.47726039001261
CN1CCN(C(c2ccccc2)c2ccccc2)CC1,2,0,0,1,1,152.7773953,5.028981929270409
CCNc1c(C#N)c(Cl)c(C#N)c(NCC)c1C#N,2,0,0,1,1,299.9923281,5.703756901329206
CCCCCCCCCCCCCCCCCCNC(=O)OCc1cn[nH]c1,3,0,0,0,1,779.9682939,6.6592532700112965
CN(C)CCOc1cc2c(c3ccccc13)-c1ccccc1C2=O,3,0,0,0,1,671.0253703,6.508806945943948
CCOC(=O)C=C1SC(c2ccccc2)(N2CCCC2)C(=O)N1C,3,0,0,0,1,1599.759852,7.3776088044628665
CC=Cc1ccc2c(c1)OCO2,4,0,0,0,0,2469.878167,7.811924103304285
CC(C)COCC(CNC(=O)Nc1cccc(Cl)c1)N1CCCC1,2,0,0,1,1,250.0042385,5.521477871718529
CNC(=N)N(C(=N)N)c1cc(C)on1,3,0,0,0,1,999.9796149,6.907734893674358
CCC#N,1,0,1,1,1,35.79699999,3.5778640907332977
CCNC1CN(C2c3ccccc3CCc3ccccc32)C1,2,0,0,1,1,199.9822178,5.29822845159522
CCc1cc2c(s1)Nc1ccccc1N=C2N1CCNCC1,3,0,0,0,1,799.8924603,6.684477294007127
CCN(CC)CCOC(=O)C(C)(C)OC1CCCCC1,4,0,0,0,0,2499.929928,7.824017981663478
O=C(COc1ccc(C(=NO)c2ccccc2)cc1)NC1CCCC1,3,0,0,0,1,1599.966905,7.377738223638948
Clc1ccc2c(c1)C(N1CCN(C(c3ccccc3)c3ccccc3)CC1)Cc1ccccc1S2,3,0,0,0,1,999.9859178,6.907741196682982
C=CC(=O)Nc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,3,0,0,0,1,1000.02905,6.907784328560194
O=C(c1ccc2c(c1)CCCCO2)c1ccccc1F,4,0,0,0,0,2674.970314,7.891693561698435
CC(C)N=CN1c2ccccc2Cc2ccccc21,2,0,0,1,1,199.9960056,5.298297394348594
C=CCOC(=O)CCC(=O)Nc1nnc(C(C)C)s1,4,0,0,0,0,2579.972685,7.855534090650316
CC(C)c1ccc2nc3ccc(-c4nn[nH]n4)cn3c(=O)c2c1,4,0,0,0,0,2999.911863,8.006338188218676
CCN1CC2(OC(=O)c3ccccc3NC(C)=O)CCC(OC)C34C1C(CC23)C1(O)CC(OC)C2CC4C1(O)C2OC,1,0,1,1,1,26.64536948,3.2826153824193507
COc1cc(-c2nnc3n2N=C(c2ccccc2)C(CC(=O)O)S3)cc(OC)c1OC,3,0,0,0,1,1000.043135,6.907798413051849
O=c1[nH]c2ccc(C(O)c3ccccc3)cc2o1,3,0,0,0,1,1499.962694,7.313195516114354
CCCCCCCSC(=Nc1cccnc1)SCc1ccc(Cl)cc1,3,0,0,0,1,749.9599257,6.620019772702794
CCOC(=O)N(C(N)=O)c1ccc(Br)cc1,3,0,0,0,1,1999.979104,7.600892011487502
O=C1CC(=O)N(N2CCN(CC(=O)N3CCCC3)CC2)C(=O)N1,3,0,0,0,1,1349.987475,7.207850593611658
CC(C)CN(CC(C)C)CN1CCN(c2ncc([N+](=O)[O-])s2)C1=O,4,0,0,0,0,27502.78508,10.222042554162995
CCCCCCCCOC1CCC(=O)N1Cc1cccc([N+](=O)[O-])c1,3,0,0,0,1,999.8765944,6.90763186576704
CC(C)C1(C)NC(c2ncccc2C(=O)O)=NC1=O,3,0,0,0,1,1999.992345,7.600898632034758
CN(C)CCN1c2ccccc2Sc2cccnc21,2,0,0,1,1,140.0056745,4.941682953930757
OC(CCNC1CCCCC1)COc1cccc2ccccc12,2,0,0,1,1,177.9767165,5.181652735556436
O=C(O)c1c(I)c(I)c(C(=O)N2CCOCC2)c(I)c1I,4,0,0,0,0,3999.983763,8.29404558084379
COP(=S)(OC)SCn1c(=O)sc2ccccc21,3,0,0,0,1,660.0308035,6.492286505901066
CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,3,0,0,0,1,1335.825248,7.197304543146002
COc1ccc(N2CCN(c3nc(N)c4cc(OC)c(OC)cc4n3)CC2)cc1,2,0,0,1,1,75.00701713,4.317581670893018
COc1ccc(F)cc1N=Nc1ncc[nH]1,2,0,0,1,1,461.9853136,6.135533101831877
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,3,0,0,0,1,999.9775206,6.907732799329471
O=C(NS(=O)(=O)c1ccccc1)C(Br)Br,3,0,0,0,1,1199.989916,7.09006843240745
Cc1ccccc1-[n+]1[n-]oc(=O)c1[N+](=O)[O-],3,0,0,0,1,729.9933989,6.593035491498813
CN1c2ccccc2C(O)c2ccccc2S1(=O)=O,3,0,0,0,1,749.9754839,6.620040517862754
CCCCOC(=O)C(CCSC)NCCC(=O)C=Cc1ccco1,3,0,0,0,1,1563.070746,7.354407592352994
O=c1nc(CCl)[nH]c2sc3c(c12)CCCC3,4,0,0,0,0,9999.921493,9.210332521245366
CC1Oc2ccc(Cl)cc2NC1=O,3,0,0,0,1,849.9956986,6.745231289000969
CCOC1CCC(=O)N1S(=O)(=O)c1ccc(Cl)c(Cl)c1,3,0,0,0,1,999.9645184,6.90771979675265
COc1nnc(C)c(C)n1,2,0,0,1,1,178.0025583,5.181797922660713
O=C(Nc1nc(-c2cc(Cl)ccc2Cl)nc(N2CCCCC2)n1)c1cccnc1,3,0,0,0,1,1999.948753,7.600876835713795
CC(CN1C(=O)c2ccccc2Nc2cc(Cl)ccc21)N(C)C,2,0,0,1,1,319.9699241,5.7682270041892
Cc1cccc(C)c1OC(C)CNC(=N)N,3,0,0,0,1,749.9864446,6.620055132500355
N=C(N)NCc1ccc2c(c1)OCCO2,3,0,0,0,1,534.9922552,6.2822522705295425
Cc1cc(N/C(=N\c2nnc(C)s2)NC(C)(C)C)c2ccccc2n1,3,0,0,0,1,1000.047958,6.907803235832189
CC(CN1CCCCC1)CN1c2ccccc2Sc2cccnc21,3,0,0,0,1,501.9881712,6.218576556067496
OC(CNC1CC1)CON=C1CCc2c1ccc1ccccc21,3,0,0,0,1,660.0063783,6.492249499064683
Oc1ccc(CN2CCc3sccc3C2)cc1,2,0,0,1,1,299.9914409,5.70375394391587
CC[Ge](=O)O,4,0,0,0,0,10001.63353,9.210503711635534
CN(C)CCN(CCN(C)C)n1cc(-c2ccc(Cl)cc2)c2cc(Cl)ccc21,3,0,0,0,1,1299.999999,7.170119542680397
CCCCn1c(=O)c2c(C)c(C)sc2n(Cc2ccc(Cl)cc2)c1=O,3,0,0,0,1,999.9761212,6.907731399897034
C=CCN(CC=C)c1cc(=O)c2c(ccc3ccccc32)o1,3,0,0,0,1,799.8627089,6.684440099065581
CNC(C)CC12CC3CC(C1)CC(CC(C)NC)(C3)C2,3,0,0,0,1,600.0344722,6.396987107232414
Cc1cccc(Nc2nnc(Cn3c(C)nc4ccccc4c3=O)o2)c1,3,0,0,0,1,800.0506661,6.684675058287501
CCCC1OC1(CC)C(N)=O,3,0,0,0,1,1219.976721,7.106587056397714
O=C(Nc1nc2ccccc2[nH]1)C(F)(F)F,3,0,0,0,1,999.9956356,6.907750914572613
NC(=O)c1ccc(Oc2ccccc2C(F)(F)F)cn1,3,0,0,0,1,799.997166,6.684608185161653
O=C(Nc1ccc([N+](=O)[O-])cc1)OCCCl,3,0,0,0,1,1099.982015,7.0030491086527995
Cc1nc([N+](=O)[O-])n(C)c1C,3,0,0,0,1,999.954884,6.9077101619643795
NC(=S)C(c1ccc(Cl)cc1)c1cccnn1,3,0,0,0,1,874.9900477,6.774212512235787
Cn1c(C=O)cnc1[N+](=O)[O-],2,0,0,1,1,411.9920321,6.021004009599408
COP(=S)(OC)Oc1cc(C)on1,0,1,1,1,1,4.999999998,1.6094379120341002
COc1ccc2c(c1)C(=O)OC2C(Cl)(Cl)Cl,2,0,0,1,1,499.9609265,6.214529948368556
COC(=O)c1c(C=Nc2c(C)n(C)n(-c3ccccc3)c2=O)ccc(OC)c1OC,4,0,0,0,0,7999.17937,8.987094236650414
O=C(O)COc1c(I)cc(I)nc1I,3,0,0,0,1,1199.988698,7.090067417398406
O=c1cc(-c2ccc(F)cc2)oc2cccnc12,3,0,0,0,1,599.9975129,6.396925510040888
CCCN(CCC)CC(=O)OC1CSC(=C(C(=O)OCC)C(=O)OCC)S1,3,0,0,0,1,1000.08342,6.907838695502883
Oc1ccc(Br)cc1Br,2,0,0,1,1,281.994403,5.641887223223418
N#CCCCCCCC#N,2,0,0,1,1,306.9819673,5.726789007425546
C[Si](C)(C)CCSCCN,3,0,0,0,1,750.0042281,6.620078843981132
Nc1ccc(OCCCCCN2C(=O)c3ccccc3C2=O)c(CNC=O)c1,4,0,0,0,0,3999.66442,8.293965741582646
O=C(O)c1cc(I)c(O)c(I)c1,4,0,0,0,0,3999.958962,8.294039380549398
CCC(OCCOc1c(I)cc(I)c(N(C)C(C)=O)c1I)C(=O)O,3,0,0,0,1,1849.991752,7.522936459684053
OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,4,0,0,0,0,22999.79962,10.043240782699423
CC1SC(c2cccnc2)N(c2ccc(F)cc2)C1=O,2,0,0,1,1,274.9551758,5.616608087290193
CC(C)C(O)(C(=O)OCCCN(C)C)c1ccccc1,3,0,0,0,1,704.9747656,6.558162008696489
COc1cc2c(c(OC)c1O)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,1,0,1,1,1,18.99921124,2.944397464620513
CC(C)CC(NC(=O)C(Cc1cnc[nH]1)NC(=O)C(N)C(C)C)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)O,4,0,0,0,0,3000.085458,8.006396053244528
CCN1C(c2ccc([N+](=O)[O-])cc2)=Cn2c(nc3ccc([N+](=O)[O-])cc32)S1(=O)=O,4,0,0,0,0,6400.200291,8.76408456432682
C(=Cc1ccccc1OCCCCN1CCCCC1)c1ccccc1,3,0,0,0,1,621.0166591,6.431357907821648
CCc1cccc(C)c1NC(=O)NC(=N)NC,2,0,0,1,1,221.9971575,5.402664577736252
COC(CN1CCN(c2ccncc2)CC1)c1ccccc1,3,0,0,0,1,1249.991593,7.1308921046737295
COc1ccc(-n2nc(C(O)CNC(C)C)c3c2CCCC3)cc1,2,0,0,1,1,319.9572614,5.7681874287490915
CC(C)(CCCCCC(C)(C)COC(=O)c1cccnc1)COC(=O)c1cccnc1,3,0,0,0,1,999.8663727,6.907621642753214
CCOC(=O)c1c(C=Nc2c(C)n(C)n(-c3ccccc3)c2=O)ccc(OC)c1OC,4,0,0,0,0,10000.73206,9.210413575296755
COC(=O)Nc1nc2ccccc2[nH]1,4,0,0,0,0,8324.662153,9.026977731802942
CCC(C)(CO)CCCCCCC(C)(CC)CO,3,0,0,0,1,999.9767842,6.907732062912646
CCC(Oc1ccc(Cl)cc1NC(=O)c1cccc(C(F)(F)F)c1)C(=O)O,3,0,0,0,1,700.0557537,6.551159980014517
Cc1ccccc1-n1c(-c2ccccc2O)n[nH]c1=S,3,0,0,0,1,1000.155282,6.907910548927135
COc1cc(N)ccc1OC1CCCC1,2,0,0,1,1,399.9942105,5.991450073253236
Nc1ccccc1,3,0,0,0,1,565.7379546,6.338130993257383
C=CC(=O)NCNC(=O)C=C,2,0,0,1,1,380.0024646,5.940177738488872
C=CCCCCCCCCC(=O)O,4,0,0,0,0,8149.601965,9.005724366391956
C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1F,3,0,0,0,1,800.06949,6.684698586395599
Cn1cnc2c1c(=O)n(CCCN1CCN(c3ccccc3Cl)CC1)c(=O)n2C,2,0,0,1,1,199.9937635,5.298286183561852
CN(C)CCCNc1c2c(nc3cc(Cl)ccc13)CCCCC2,2,0,0,1,1,75.00203385,4.317515231168624
Clc1cnc(NCCN2CCOCC2)s1,3,0,0,0,1,1399.994351,7.24422348059521
COc1cc2c(cc1OC)C(Cc1nn[nH]n1)CC2,3,0,0,0,1,1079.970957,6.984689428090011
CN1CCN(c2nc(Oc3cccc(Cl)c3)c3ccccc3n2)CC1,3,0,0,0,1,799.9075651,6.684496177367248
N#Cc1ccc(/C=N/NC(N)=S)s1,4,0,0,0,0,50003.09101,10.819840102699493
Cc1ncc(CO)c(CN)c1O,4,0,0,0,0,5099.818072,8.536960145919288
O=C(C=Cc1ccccc1)NCC(O)CO,4,0,0,0,0,3199.913225,8.07087897123264
CNC(=N)NC(=O)Nc1c(Br)cccc1Br,2,0,0,1,1,99.99885714,4.605158757322784
COc1ccc(C(Cc2cnc[nH]2)c2ccccc2)cc1,2,0,0,1,1,349.9308441,5.857735546674608
CCNC(C)Cc1cccc(C(F)(F)F)c1,2,0,0,1,1,157.0025059,5.056261766367427
COC(=O)C(CCSC)NC(=O)NC1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4C(=O)C=C4C6CC(C)(NC(=O)NC(CCSC)C(=O)OC)CCC6(C)CCC45C)C3(C)C)OC(NC(=O)NC(CCSC)C(=O)OC)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,4,0,0,0,0,4379.846659,8.38476899339692
COC(=O)C(c1ccccc1)C1CCCCN1,2,0,0,1,1,94.86792327,4.552485642894293
O=c1c(-c2ccccc2)cc(-c2cccc(Cl)c2)nn1CCCN1CCOCC1,3,0,0,0,1,1999.917056,7.600860986682095
CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,3,0,0,0,1,960.0296505,6.866964169922421
CCOP(=O)(OCC(Cl)CCl)OC(Cl)(Br)C(Cl)Br,2,0,0,1,1,175.9803152,5.1703721433284375
CC=C(CC)C(=O)NC(=O)NC(C)=O,4,0,0,0,0,3499.964689,8.160508158569469
C=CCC1(C(=O)NC(N)=S)CC(C)OC1=O,3,0,0,0,1,1479.999999,7.299797366082485
CC(=O)c1cc(NC(N)=O)ccc1OCC(O)CNC(C)(C)C,4,0,0,0,0,6185.942622,8.73003467774128
CCCCC(CC)CN1C(=O)C2C3C=CC(C3)C2C1=O,3,0,0,0,1,1000.02905,6.907784328560194
CCCCCCCCCCOC(=O)C=C(C)OP(=O)(OC)OC,2,0,0,1,1,175.9989955,5.170478287635501
CC1=CCCC(C)(C)N1C,2,0,0,1,1,309.9955472,5.736557933505063
CCC1CC2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)OC(=O)N1,2,0,0,1,1,499.9379212,6.214483933113999
Cc1[nH]cnc1-c1nnc2n1-c1ccc(Br)cc1C(c1ccccc1Cl)=NC2,3,0,0,0,1,999.9316783,6.907686954948104
Cc1cc(N/C(=N\c2nccs2)NC2CCC(C)CC2)c2ccccc2n1,3,0,0,0,1,999.9130518,6.9076683270019235
O=C(Nc1ccccc1)N1CCN(c2cc3ccccc3c(=O)c3ccccc23)CC1,4,0,0,0,0,2000.053727,7.600929322681265
Cc1cc(-n2c(C)nc3cccc(Cl)c3c2=O)cc(C)c1O,3,0,0,0,1,1000.088954,6.907844229025964
CCN1C(=O)CN(C(=O)C2CCCCC2)CC1c1ccccc1,4,0,0,0,0,2289.788793,7.736214862163821
Cc1ccccc1OC1OC(CO)C(O)C(O)C1O,1,0,1,1,1,14.9999445,2.708046501095365
O=C(C#CC#CCOc1ccc2ccccc2c1)c1ccccc1,3,0,0,0,1,999.8324494,6.9075877143439675
COc1ccc(C=CCN2CCN(C(c3ccccc3)c3ccccc3)CC2)c(OC)c1OC,3,0,0,0,1,840.9963315,6.7345872978944685
CC(=O)NS(=O)(=O)c1ccc(N)cc1,4,0,0,0,0,16499.53792,9.711087654648043
